Time,Dedr,Age,Brt,Dwt,Value,HP,Year,Code1,Claims
0.27,150000,6,77243,151049,15840000,17800,2001,1,0
0.23,150000,6,77243,151049,15000000,17800,2001,1,0
0.5,150000,6,77243,151049,14400000,17800,2001,1,0
1,75000,5,26831,43910,13350000,10480,2001,1,0
1,75000,5,26870,43873,13350000,10480,2001,1,0
1,75000,4,26870,43929,13350000,10480,2001,1,0
1,75000,10,24606,42363,10000000,11388,2001,1,0
1,75000,10,24606,41400,10000000,11388,2001,1,0
0.32,100000,11,38337,70427,10000000,9593,2001,1,0
0.27,100000,11,38337,70424,10000000,10670,2001,1,0
0.84,2500000,3,57623,22799,37600000,17280,2001,2,0
1,75000,11,24606,42263,10000000,11388,2001,1,1
1,75000,11,24606,42263,10000000,11389,2001,1,0
1,75000,11,24606,42263,10000000,11388,2001,1,0
1,75000,10,24606,42263,10000000,11388,2001,1,0
0.18,100000,15,24609,41796,6000000,9800,2001,1,0
0.51,125000,17,22931,31698,10000000,11200,2001,1,0
0.51,125000,24,21047,31921,10000000,11600,2001,1,1
1,100000,6,37550,63800,10544645,11640,2001,1,0
1,50000,17,5479,8001,1752000,3315,2001,2,0
1,50000,16,4329,6529,1752000,3235,2001,2,0
0.78,75000,0,28000,43850,20500000,9347,2001,1,0
0.27,150000,3,38864,74577,13200000,12000,2001,1,0
0.23,150000,3,38864,74577,12600000,12000,2001,1,0
0.25,150000,3,38864,74577,11400000,12000,2001,1,0
0.25,150000,3,38864,74577,11100000,12000,2001,1,0
0.27,150000,2,38852,74545,14400000,10799,2001,1,0
0.23,150000,2,38852,74545,13800000,10799,2001,1,0
0.25,150000,2,38852,74545,12000000,10799,2001,1,0
0.25,150000,2,38852,74545,11700000,10799,2001,1,0
0.27,150000,6,77211,150903,16800000,16500,2001,1,0
0.23,150000,6,77211,150903,13500000,16500,2001,1,1
0.5,150000,6,77211,150903,14400000,16500,2001,1,0
0.27,150000,5,37846,72394,10560000,12000,2001,1,0
0.28,150000,5,37846,72394,8700000,12000,2001,1,0
0.12,150000,5,37846,72394,9450000,12000,2001,1,0
0.27,150000,4,37707,72126,11160000,11830,2001,1,0
0.23,150000,4,37707,72126,9300000,11830,2001,1,0
0.05,150000,4,37707,72126,9000000,11830,2001,1,0
0.45,150000,4,37707,72126,9900000,11830,2001,1,0
0.27,150000,3,38864,74522,11700000,12000,2001,1,0
0.28,150000,3,38864,74522,10500000,12000,2001,1,0
0.45,150000,3,38864,74522,10800000,12000,2001,1,0
0.27,150000,4,25047,45423,10020000,10050,2001,1,0
0.48,150000,4,25047,45423,8700000,10050,2001,1,0
0.25,150000,4,25047,45423,8400000,10050,2001,1,0
0.27,150000,2,38852,74502,12300000,12000,2001,1,0
0.28,150000,2,38852,74502,10800000,12000,2001,1,0
0.45,150000,2,38852,74502,11400000,12000,2001,1,0
0.27,150000,17,90747,149863,12000000,21500,2001,1,0
0.23,150000,17,90747,149863,9000000,21500,2001,1,0
0.24,150000,17,90747,149863,8100000,21500,2001,1,0
0.03,90000,17,90747,149863,7000000,21500,2001,1,0
0.75,150000,0,38889,72600,24000000,11865,2001,1,0
1,250000,0,32458,47823,33400000,12100,2001,2,0
0.77,100000,14,28805,45295,10000000,10230,2001,1,1
0.77,100000,15,28805,45295,10000000,9880,2001,1,0
1,150000,16,22145,38888,16000000,6800,2001,1,0
1,150000,5,26078,45675,11400000,10150,2001,1,0
1,150000,5,16285,27079,9700000,7300,2001,1,0
1,75000,15,23826,42055,5700000,9060,2001,1,0
0.07,75000,15,20046,35689,4700000,6600,2001,1,0
1,50000,4,4000,5400,6300000,5384,2001,2,2
1,50000,4,4000,5400,6300000,5384,2001,2,2
1,50000,3,4150,4950,6300000,5384,2001,2,0
1,60000,22,2989,3529,12600000,3000,2001,2,0
0.42,175000,7,75871,149321,22000000,19100,2001,1,0
1,75000,21,21098,32770,6000000,13323,2001,1,0
0.57,75000,25,20516,34474,4000000,11600,2001,1,0
1,200000,19,100801,194941,14500000,22200,2001,1,0
0.67,75000,17,26736,41740,9500000,10050,2001,1,0
1,75000,16,27039,41418,10500000,10050,2001,1,0
1,75000,16,27039,41418,10500000,10050,2001,1,0
1,75000,17,26736,41762,9500000,10050,2001,1,0
1,200000,16,89744,171306,14500000,15700,2001,1,0
1,200000,4,108083,211201,40000000,23950,2001,1,0
1,200000,4,108083,211201,40000000,23950,2001,1,0
1,150000,24,30931,45063,4000000,15200,2001,2,0
1,150000,24,30931,45063,4000000,15200,2001,2,0
1,150000,22,30995,44016,4000000,15200,2001,2,0
1,150000,22,30995,43165,4000000,15200,2001,2,0
1,150000,24,30987,44895,4000000,16800,2001,2,0
1,150000,24,30987,44926,4000000,16800,2001,1,0
1,150000,24,30987,44892,4000000,16800,2001,2,0
1,150000,15,20125,30402,8000000,9800,2001,2,0
1,150000,5,36463,49755,25000000,14846,2001,2,0
1,150000,4,36463,49755,25000000,14846,2001,2,0
1,150000,20,33236,12969,8000000,11200,2001,2,0
1,150000,20,33236,12961,8000000,11200,2001,2,0
1,150000,18,35022,15370,10000000,11200,2001,2,0
1,150000,18,35022,15370,10000000,11200,2001,2,0
1,150000,13,53578,21835,24000000,12898,2001,2,0
1,150000,6,56164,21423,36000000,17470,2001,2,0
1,150000,6,56164,20600,36000000,17470,2001,2,0
1,150000,20,45573,17650,8000000,16800,2001,2,0
1,150000,3,56816,16393,40000000,19460,2001,2,0
1,150000,2,57757,21300,39000000,21127,2001,2,0
1,150000,1,56853,21484,40000000,17510,2001,2,1
1,150000,13,52422,23096,20000000,12840,2001,2,0
0.83,150000,1,57200,15000,40000000,19457,2001,2,0
1,150000,13,52422,23052,20000000,12840,2001,2,0
1,150000,21,45007,15603,10000000,13100,2001,2,0
1,150000,21,33369,12619,7000000,11200,2001,2,0
1,150000,18,41871,15500,11000000,13000,2001,2,0
1,150000,20,33374,11977,7000000,11200,2001,2,0
1,150000,20,45365,17938,8000000,16800,2001,2,0
1,150000,13,53578,16391,24000000,12910,2001,2,0
1,150000,14,53578,20885,24000000,12060,2001,2,0
1,150000,21,33359,12003,7000000,11200,2001,2,0
1,150000,21,33369,12165,7000000,11200,2001,2,2
0.22,150000,17,12340,19126,4000000,11600,2001,2,0
1,100000,9,7743,7726,6000000,11012,2001,2,0
1,100000,9,7743,7726,6000000,11012,2001,2,0
1,100000,10,7743,7726,6000000,11012,2001,2,0
1,100000,9,7743,7726,6000000,11012,2001,2,0
1,150000,10,10412,10713,9000000,13731,2001,2,0
0.84,150000,8,10614,10629,9000000,15498,2001,2,0
0.82,150000,8,10614,10633,9000000,15498,2001,2,0
1,250000,7,6300,10400,15000000,15515,2001,2,0
1,250000,7,6300,10400,15000000,15515,2001,2,0
1,250000,7,6300,10400,15000000,15515,2001,2,0
1,250000,6,6300,10400,15300000,15515,2001,2,0
1,250000,15,9749,11998,9890000,9720,2001,2,0
1,250000,15,9749,11979,9890000,9720,2001,2,0
1,250000,15,9749,11998,9890000,9720,2001,2,0
1,250000,15,8234,11929,9890000,10769,2001,2,0
1,250000,29,9618,10973,3000000,15900,2001,2,0
1,85000,23,15992,22986,6000000,10400,2001,1,0
1,85000,23,16872,21794,5000000,14999,2001,2,1
1,85000,24,16872,21793,5000000,15000,2001,2,0
1,85000,19,18656,25150,7000000,11094,2001,1,0
1,100000,16,22667,33857,12000000,16980,2001,1,0
0.45,75000,4,4069,5650,8500000,4078,2001,2,0
0.4,150000,0,86200,170000,40000000,19480,2001,1,0
1,100000,16,24943,42842,10000000,7965,2001,1,0
1,100000,15,851,1276,10000000,775,2001,2,0
1,100000,24,19917,34290,6000000,11900,2001,1,0
1,100000,25,23404,41052,6000000,14000,2001,1,0
1,100000,20,34987,65420,7000000,12600,2001,1,0
1,100000,24,36592,60962,5000000,14400,2001,1,0
1,100000,20,41211,75470,6000000,17400,2001,1,0
0.42,100000,24,39318,71411,4000000,14000,2001,1,0
1,100000,21,34190,58557,8000000,13100,2001,1,0
1,100000,25,36271,65029,6000000,20107,2001,1,0
1,100000,24,13457,21450,2000000,9900,2001,1,0
1,125000,20,35336,65337,7800000,15200,2001,1,0
1,100000,17,27798,47882,8000000,15132,2001,1,0
1,100000,19,30013,49228,7200000,13000,2001,1,0
1,125000,18,39997,76017,8800000,15400,2001,1,0
1,125000,17,36022,63494,8800000,12000,2001,1,0
1,125000,13,36520,70227,11200000,9750,2001,1,0
1,125000,11,37519,68788,12800000,12228,2001,1,0
1,100000,17,27704,47879,8000000,13230,2001,1,0
0.27,250000,0,30053,46719,13200000,10600,2001,1,0
0.48,250000,0,30053,46719,12000000,10600,2001,1,0
0.25,250000,0,30053,46719,11700000,10600,2001,1,0
0.29,500000,0,91663,174585,50000000,22730,2001,1,0
0.27,500000,0,91663,174585,39000000,22730,2001,1,0
1,250000,16,23981,36726,7000000,9800,2001,1,0
1,250000,16,25982,43648,7000000,9680,2001,1,1
1,250000,17,22135,38891,7000000,6800,2001,1,0
1,250000,17,23594,40688,7000000,8640,2001,1,0
1,250000,17,24942,42838,7000000,7965,2001,1,0
1,250000,17,24942,42838,7000000,7965,2001,1,0
1,250000,17,24942,42833,7000000,7965,2001,1,0
1,250000,4,26044,45426,14000000,9750,2001,1,1
1,250000,0,30053,51995,17000000,10605,2001,1,0
0.86,75000,11,16725,28457,7200000,6630,2001,1,0
0.56,75000,11,16725,28470,7200000,6630,2001,1,0
1,75000,11,17130,27000,7200000,6095,2001,1,0
1,75000,7,16712,28429,9200000,7800,2001,1,0
1,75000,6,16041,26517,12800000,7019,2001,1,0
1,75000,17,17065,27915,6400000,11520,2001,1,0
1,99999,33,2882,2103,6200000,4000,2001,2,0
0.02,125000,23,18632,34039,3666667,11992,2001,1,0
0.78,125000,23,18632,34039,3666667,11992,2001,1,0
0.02,125000,24,11679,17160,2333333,11400,2001,2,0
0.98,125000,24,11679,17160,2333333,11400,2001,2,0
0.02,125000,24,11559,18195,2333333,8250,2001,2,0
0.98,125000,24,11559,18195,2333333,8250,2001,2,0
0.02,125000,12,36616,68845,12000000,11300,2001,1,0
0.98,125000,12,36616,68845,12000000,11300,2001,1,0
0.02,125000,12,36858,68429,12000000,12480,2001,1,0
0.98,125000,12,36858,68429,12000000,12480,2001,1,0
1,100000,2,38932,73427,20000000,12161,2001,1,0
1,125000,19,35213,64471,5000000,14400,2001,1,0
1,250000,16,36532,67359,8000000,9300,2001,1,0
1,250000,20,35392,64942,5000000,15200,2001,1,0
1,75000,7,29381,47029,28000000,10345,2001,1,0
1,100000,18,36463,66764,7500000,10150,2001,1,0
1,100000,20,34574,61972,6000000,15200,2001,1,0
1,100000,8,35884,69153,13000000,13930,2001,1,0
1,100000,19,15028,24464,4000000,8000,2001,1,0
0.3,100000,24,20650,34006,3000000,13100,2001,1,0
0.24,100000,23,12304,19409,2000000,8900,2001,1,0
1,100000,22,15755,26796,3000000,11550,2001,1,0
0.39,100000,4,38852,72873,16000000,13200,2001,1,0
0.75,250000,0,32458,47823,33400000,13867,2001,2,0
0.21,150000,28,16534,25424,4000000,11600,2001,1,0
1,75000,12,19220,5797,8000000,14600,2001,2,0
1,75000,22,6398,3280,1800000,5280,2001,2,0
1,75000,22,6655,3205,1800000,3200,2001,2,0
0.21,75000,22,13519,22526,2219000,8200,2001,2,0
0.21,75000,22,13519,22526,2219000,8200,2001,2,0
0.58,75000,16,7602,13500,8000000,4100,2001,1,0
0.27,100000,1,40562,74716,16000000,11952,2001,1,0
0.17,150000,6,38131,71550,16000000,11020,2001,1,0
0.17,85000,0,39941,74374,24400000,14900,2001,1,0
0.39,75000,19,4430,7554,2000000,3075,2001,2,0
0.51,75000,7,25895,43598,12000000,9680,2001,1,0
0.33,75000,9,25899,43595,10000000,8230,2001,1,0
0.06,150000,0,28912,49900,23000000,12870,2001,1,0
0.06,150000,0,28718,50900,17000000,12870,2001,1,0
0.03,150000,0,28718,50900,17000000,12870,2001,1,0
0.64,100000,19,14111,23978,4000000,9450,2001,1,0
0.32,100000,7,26122,45111,12000000,9719,2001,1,0
0.28,125000,4,37881,69995,12800000,12000,2001,1,0
0.15,100000,17,14921,25370,5000000,6700,2001,1,0
0.05,100000,12,36284,69703,11000000,11000,2001,1,0
1,100000,19,45773,78585,6700000,15400,2002,1,0
1,100000,19,45777,78394,6700000,15400,2002,1,0
1,100000,20,45067,75395,6700000,16500,2002,1,0
1,100000,20,45777,78532,6700000,15400,2002,1,0
1,100000,20,45777,78532,6700000,15400,2002,1,0
1,100000,21,45777,78532,6700000,15400,2002,1,0
1,100000,21,46801,82462,6700000,15360,2002,1,0
1,300000,8,77655,151330,30000000,16382,2002,1,0
0.12,300000,8,77655,151330,30000000,16382,2002,1,0
0.5,150000,15,17191,30052,14000000,10876,2002,1,0
0.5,150000,15,17191,30052,14000000,10876,2002,1,0
0.5,150000,16,17313,30070,14000000,10900,2002,1,0
0.5,150000,16,17313,30070,14000000,10900,2002,1,0
0.5,150000,15,23306,35532,14000000,13134,2002,1,0
0.5,150000,15,23306,35532,14000000,13134,2002,1,0
0.5,150000,15,23306,35532,14000000,13134,2002,1,1
0.5,150000,15,23306,35532,14000000,13134,2002,1,0
0.5,150000,17,17815,29531,12000000,9500,2002,1,0
0.5,150000,17,17815,29531,12000000,9500,2002,1,0
0.5,150000,16,17815,29531,12000000,9500,2002,1,0
0.5,150000,16,17815,29531,12000000,9500,2002,1,0
1,100000,7,25968,44807,17000000,8290,2002,1,0
1,100000,7,25968,44807,17000000,8290,2002,1,0
1,100000,4,24954,42442,19500000,9503,2002,1,0
1,100000,4,24954,42442,19500000,9503,2002,1,0
1,100000,4,24954,42240,19500000,9503,2002,1,0
1,100000,4,24954,42240,19500000,9503,2002,1,0
1,100000,18,24750,42239,14000000,13000,2002,1,0
1,150000,12,77096,149516,12700000,11220,2002,1,0
1,150000,12,77096,149516,12700000,11220,2002,1,0
1,100000,6,17977,28630,12000000,7770,2002,1,0
1,100000,6,17977,28630,12000000,7770,2002,1,0
1,100000,6,18100,28149,12000000,7770,2002,1,0
1,100000,6,18100,28149,12000000,7770,2002,1,0
0.15,100000,17,25865,43467,10000000,9680,2002,1,0
0.15,100000,17,25865,43467,10000000,9680,2002,1,0
1,100000,15,25865,43549,10000000,9680,2002,1,0
1,100000,15,25865,43549,10000000,9680,2002,1,0
1,100000,15,25865,43434,10000000,9680,2002,1,0
1,100000,15,25865,43434,10000000,9680,2002,1,0
1,50000,12,36573,69637,13000000,12106,2002,1,0
1,50000,9,36952,69268,15000000,12120,2002,1,0
1,50000,15,13688,18030,37000000,16680,2002,2,0
1,350000,7,32749,46580,20666770,12870,2002,2,0
1,350000,8,32744,45000,19666766,12300,2002,2,0
1,350000,8,32744,45000,19666766,12300,2002,2,0
1,350000,16,27192,43759,12500000,10122,2002,2,0
1,350000,16,27192,43712,12500000,10120,2002,2,0
1,350000,17,25345,40850,11333330,10030,2002,2,0
1,350000,17,25345,40840,11333330,10030,2002,2,0
1,350000,17,25345,40790,11333330,10030,2002,2,0
1,350000,17,20916,30204,10000000,10055,2002,2,0
1,350000,17,20929,30168,10000000,10050,2002,2,0
1,150000,20,24479,39718,9666716,13100,2002,2,0
1,350000,21,24479,39749,8666700,13100,2002,2,0
1,350000,23,27104,43700,6666700,13300,2002,2,0
1,350000,25,27911,43082,5000000,13100,2002,2,0
1,350000,25,27911,43082,5000000,13100,2002,2,0
1,350000,4,32749,46580,22333446,12870,2002,2,0
1,350000,3,29898,40160,24000120,12870,2002,2,0
1,350000,2,29898,40160,25000126,12885,2002,2,0
1,250000,16,27972,43131,13000000,9940,2002,2,0
1,250000,16,27972,43131,13000000,9073,2002,2,0
1,250000,16,20125,30402,11000000,9800,2002,2,0
1,250000,17,20915,30173,10000000,10050,2002,2,0
1,250000,24,27070,43793,5500000,13300,2002,2,0
1,250000,24,27585,43051,5500000,13100,2002,2,0
1,250000,24,27735,43052,5500000,13100,2002,2,0
1,250000,24,26925,43051,5500000,13100,2002,2,0
1,250000,18,30163,44169,11000000,15100,2002,2,0
1,250000,7,34364,44251,24000000,14076,2002,2,0
1,250000,7,34364,44220,24000000,14076,2002,1,0
1,250000,7,34364,44236,24000000,15638,2002,2,1
1,250000,7,34364,44285,24000000,15600,2002,1,0
1,250000,16,29275,41409,8500000,9450,2002,2,0
1,250000,16,29275,41409,8500000,9450,2002,2,0
1,250000,11,11878,17012,9000000,5940,2002,2,0
1,250000,25,12804,16560,3000000,9300,2002,2,0
0.66,250000,27,19203,29438,3000000,12788,2002,1,0
1,250000,3,30840,39495,30000000,15226,2002,2,1
1,250000,2,30745,39760,30000000,15226,2002,2,0
1,250000,2,30745,39500,30000000,15226,2002,2,0
1,250000,2,30745,39465,30000000,15226,2002,2,0
1,50000,14,18936,23853,8800000,15480,2002,2,0
1,100000,14,18936,23853,8800000,15480,2002,2,0
1,75000,6,26922,43769,22857150,10140,2002,1,0
1,75000,6,26897,43775,22857150,11270,2002,1,0
1,75000,17,24943,42842,14286000,9370,2002,1,0
0.42,75000,18,24750,42208,14286000,13000,2002,1,0
0.36,75000,17,22271,37574,12857150,8670,2002,1,0
1,75000,17,22403,38099,14285715,7200,2002,1,0
1,75000,17,24639,42512,12857150,7165,2002,1,0
1,350000,2,29898,41749,25000126,14300,2002,1,0
1,100000,3,38560,72891,23000000,11801,2002,1,0
1,100000,1,38580,72867,26000000,11801,2002,1,0
1,100000,6,38560,73080,23000000,10620,2002,1,0
1,100000,13,37519,68772,16500000,11030,2002,1,0
1,100000,12,37519,68788,17000000,14995,2002,1,0
1,100000,12,37519,68789,17000000,11030,2002,1,0
0.5,150000,16,23271,34752,12000000,11284,2002,1,0
0.5,150000,16,23271,34752,12000000,11284,2002,1,0
1,100000,20,22258,35971,3500000,10807,2002,1,0
1,100000,20,22235,35941,3500000,11850,2002,1,0
1,100000,20,22300,36227,3500000,11856,2002,1,0
1,100000,15,22155,38455,5000000,9700,2002,1,0
1,100000,18,16861,28215,5000000,8640,2002,1,0
1,100000,15,20766,34970,5000000,8109,2002,1,0
1,100000,17,18011,30674,5000000,8160,2002,1,0
1,100000,17,18011,30674,5000000,8160,2002,1,0
1,100000,17,16775,28259,5000000,8640,2002,1,0
0.5,150000,4,37695,72495,25000000,13900,2002,1,0
0.5,150000,4,37695,72495,25000000,13900,2002,1,0
0.5,150000,3,37695,72495,25000000,13900,2002,1,0
0.5,150000,3,37695,72495,25000000,13900,2002,1,0
0.21,100000,22,19636,18250,2940000,18345,2002,2,0
1,100000,10,41189,74868,21000000,10900,2002,1,0
1,100000,9,41189,74868,21000000,10900,2002,1,0
1,100000,9,45993,83155,23000000,10900,2002,1,0
1,100000,9,45593,83155,23000000,10900,2002,1,0
0.87,100000,20,22324,36138,4000000,13050,2002,1,0
0.96,100000,18,22009,37111,5000000,6936,2002,1,0
1,100000,17,25221,41876,6500000,10000,2002,1,0
0.98,100000,17,24111,41081,6000000,7370,2002,1,0
1,100000,17,24943,42840,6000000,7965,2002,1,0
0.83,100000,17,24111,41090,6000000,7370,2002,1,0
1,100000,10,41189,74928,21000000,9850,2002,1,0
1,100000,12,14406,16950,30000000,15288,2002,2,0
1,100000,12,14406,16950,30000000,13758,2002,2,0
1,100000,11,14406,16950,30000000,16858,2002,2,0
1,100000,10,7944,11054,12000000,14592,2002,2,0
1,100000,11,14406,16950,19000000,13758,2002,2,0
1,100000,11,5084,5150,4750000,5496,2002,2,0
1,100000,11,5084,5150,4750000,5496,2002,2,0
1,100000,10,5084,6000,5000000,5495,2002,2,0
1,100000,18,9092,8900,12000000,7680,2002,2,3
1,100000,10,7944,11155,12000000,16212,2002,2,1
0.69,75000,2,19717,31877,14000000,8160,2002,1,0
1,75000,2,19717,31877,13200000,8160,2002,1,0
0.69,75000,2,19717,31879,14000000,9598,2002,1,0
0.58,75000,2,19717,31879,13600000,9598,2002,1,0
0.42,75000,2,19717,31879,13200000,9598,2002,1,0
0.69,75000,1,16963,28378,13200000,7949,2002,1,0
1,75000,1,16963,28378,12800000,7949,2002,1,0
0.69,75000,1,17400,28000,14000000,20400,2002,1,0
0.69,75000,1,17433,28300,13200000,8000,2002,1,0
1,75000,1,17433,28300,12800000,8000,2002,1,0
0.69,75000,1,17433,28300,13200000,6850,2002,1,0
1,75000,1,17433,28300,12800000,6850,2002,1,0
0.69,75000,18,18723,26140,13200000,9250,2002,1,0
0.69,75000,1,16978,28470,14000000,7953,2002,1,0
0.69,75000,0,16963,28378,13200000,7953,2002,1,0
0.58,75000,0,16963,28378,13600000,7953,2002,1,0
0.42,75000,0,16963,28378,13200000,7953,2002,1,0
0.69,75000,0,16978,28100,13200000,7953,2002,1,0
0.58,75000,0,16978,28100,13600000,7953,2002,1,0
0.42,75000,0,16978,28100,13200000,7953,2002,1,0
0.69,75000,0,17050,28100,13200000,7953,2002,1,0
0.58,75000,0,17050,28100,13600000,7953,2002,1,0
0.42,75000,0,17050,28100,13200000,7953,2002,1,0
1,100000,8,45593,83155,23000000,10900,2002,1,0
1,100000,9,45593,83155,22000000,10900,2002,1,0
1,100000,8,45593,83155,23000000,10900,2002,1,0
1,100000,10,41189,74928,20000000,9850,2002,1,0
1,100000,7,81272,161010,22400000,22920,2002,1,0
1,100000,7,81272,161010,22400000,19487,2002,1,0
1,125000,5,85315,167109,28800000,22902,2002,1,0
1,125000,5,85315,167110,28800000,19480,2002,1,0
1,125000,5,85315,167102,28800000,22902,2002,1,0
1,125000,5,85315,167105,28800000,22902,2002,1,0
1,100000,10,57082,96027,30000000,15245,2002,1,0
1,100000,10,57082,96027,30000000,15245,2002,1,0
1,100000,4,80000,45000,18334000,10130,2002,1,0
1,100000,4,80000,45000,18334000,8610,2002,1,0
1,100000,3,45000,80000,18334000,8610,2002,1,0
1,100000,3,26966,46223,18334000,8610,2002,1,0
1,135000,18,18025,28251,13000000,10700,2002,1,0
1,135000,19,18173,28234,13000000,10700,2002,1,0
0.44,135000,26,33188,51400,8500000,17400,2002,1,0
1,135000,26,16254,30253,7000000,11550,2002,1,0
0.8,135000,26,16754,29300,7000000,12000,2002,1,0
0.07,135000,25,16348,27606,7000000,9900,2002,1,0
1,135000,20,19997,33500,11000000,12000,2002,1,0
0.72,135000,26,24224,37518,7500000,13300,2002,1,1
0.63,135000,27,18174,30812,6500000,8400,2002,1,0
1,135000,21,16021,27139,4500000,10550,2002,1,1
1,135000,6,24533,41712,16500000,8748,2002,1,0
1,100000,15,28805,45295,12000000,10230,2002,1,0
1,100000,15,28805,45295,12000000,9880,2002,1,1
1,100000,16,28805,45295,12000000,9880,2002,1,0
1,70000,18,41010,75524,11700000,17960,2002,1,0
1,70000,18,41010,75524,11700000,17960,2002,1,0
1,70000,7,39422,75100,26000000,14709,2002,1,0
1,70000,7,39422,75100,26000000,14709,2002,1,0
1,70000,4,38289,73018,26000000,10620,2002,1,0
1,70000,4,38289,73018,26000000,10620,2002,1,0
1,70000,3,38289,73018,26000000,10619,2002,1,0
1,70000,3,38289,73018,26000000,10619,2002,1,0
1,70000,3,39161,73035,26000000,11220,2002,1,1
1,70000,3,39161,73035,26000000,11220,2002,1,1
1,70000,3,39161,73035,26000000,13388,2002,1,0
1,70000,3,39161,73035,26000000,13388,2002,1,0
1,70000,3,35161,73035,26000000,13799,2002,1,0
1,70000,3,35161,73035,26000000,13799,2002,1,0
1,70000,3,39161,73035,26000000,13388,2002,1,0
1,70000,3,39161,73035,26000000,13388,2002,1,0
0.25,175000,2,87407,170387,28000000,18628,2002,1,0
0.05,175000,2,87407,170387,26600000,18628,2002,1,0
0.45,150000,2,87407,170387,38000000,18628,2002,1,0
0.25,175000,1,87378,169770,29400000,22920,2002,1,0
0.12,175000,1,87378,169770,28000000,22920,2002,1,0
0.38,150000,1,87378,169770,40000000,22920,2002,1,0
0.25,175000,5,77255,150393,26600000,14710,2002,1,0
0.32,175000,5,77255,150393,24500000,14710,2002,1,0
0.25,175000,7,81589,161425,26600000,19339,2002,1,0
0.26,175000,7,81589,161425,24500000,19339,2002,1,0
0.25,175000,8,79694,149782,22400000,19441,2002,1,0
0.75,175000,8,79694,149782,21000000,19441,2002,1,0
0.25,175000,6,90392,172632,21000000,22930,2002,1,0
0.75,175000,6,90392,172632,20300000,22930,2002,1,0
0.25,175000,15,82975,148982,14000000,23030,2002,1,0
0.39,175000,15,82975,148982,12600000,23030,2002,1,0
0.25,175000,6,77321,156700,26727273,17800,2002,1,0
0.75,175000,6,77321,156700,20300000,17800,2002,1,0
0.25,175000,3,86600,171101,27300000,19480,2002,1,0
0.15,175000,3,86600,171101,26600000,19480,2002,1,0
1,150000,22,89421,129009,33333500,40999,2002,1,0
1,100000,22,89421,129009,6000000,40999,2002,1,0
0.58,100000,10,63709,103203,20100000,20920,2002,1,0
0.42,100000,10,63709,103203,18600000,20920,2002,1,0
0.58,100000,9,63709,103153,21440000,20940,2002,1,0
0.42,100000,9,63709,103153,20000000,20940,2002,1,0
1,50000,5,2456,3703,8400000,816,2002,2,0
1,50000,1,39900,63800,18400000,18420,2002,1,0
0.36,50000,12,36438,65000,12000000,12200,2002,1,0
0.35,50000,11,36438,65000,12000000,12200,2002,1,0
1,50000,5,38338,73371,16800000,12100,2002,1,0
1,50000,5,39000,73300,16800000,12100,2002,1,0
1,100000,6,26449,47639,12000000,9970,2002,1,0
1,100000,6,25968,45402,12000000,9748,2002,1,0
1,100000,12,38337,70427,10000000,9593,2002,1,0
1,100000,12,38337,70424,10000000,10670,2002,1,0
0.9,100000,12,38337,70424,10000000,10670,2002,1,0
0.55,75000,18,34572,64363,11000000,12220,2002,1,0
1,75000,7,35900,69100,24000000,13500,2002,1,0
1,100000,23,22600,38888,3000000,11556,2002,1,1
1,75000,6,36100,69100,24000000,13500,2002,1,0
1,90000,4,26028,45621,17500000,9600,2002,1,0
1,175000,20,15185,25439,10000000,9450,2002,1,0
1,175000,25,14387,23481,8000000,9900,2002,1,0
1,50000,19,23144,37994,7200000,10500,2002,1,1
1,50000,18,13881,22828,6000000,6000,2002,1,0
1,50000,17,13898,22782,6400000,6000,2002,1,0
0.55,99999,21,36263,63408,3600000,14400,2002,1,0
0.58,99999,19,35911,63883,5200000,12600,2002,1,1
1,100000,7,38131,71550,13600000,11020,2002,1,0
1,100000,1,39978,76000,18400000,10800,2002,1,0
1,100000,1,39978,75000,18400000,13867,2002,1,0
1,100000,23,17128,22378,4800000,15000,2002,2,0
1,100000,23,17128,22229,4800000,15000,2002,2,0
1,100000,23,17128,22229,4800000,15000,2002,2,0
1,100000,23,23239,31555,4800000,15200,2002,2,1
1,100000,23,23239,31507,4800000,15200,2002,2,0
1,175000,17,45353,76324,14400000,15200,2002,1,0
1,175000,17,44921,76297,14400000,15188,2002,1,0
1,175000,17,44921,76278,14400000,15188,2002,1,0
1,175000,17,45278,76324,14400000,15195,2002,1,0
1,175000,17,45278,76235,14400000,15200,2002,1,0
1,175000,17,45278,76273,14400000,15200,2002,1,1
1,100000,10,57082,96027,32000000,15245,2002,1,0
1,100000,10,57082,96027,32000000,15245,2002,1,0
1,100000,10,57082,96027,32000000,15245,2002,1,0
1,100000,10,57082,96027,32000000,15245,2002,1,0
1,100000,11,57082,96027,32000000,15245,2002,1,0
1,100000,11,57082,96027,32000000,15245,2002,1,0
1,50000,2,16582,27000,10500000,7300,2002,1,0
1,50000,12,6421,6817,7000000,9049,2002,2,0
0.59,50000,19,18680,25082,4900000,9250,2002,1,0
0.68,50000,20,18732,25150,4900000,11094,2002,1,0
1,50000,19,17210,22351,4200000,15225,2002,2,0
1,50000,19,17210,22351,4200000,15225,2002,2,0
1,50000,17,17280,22351,4200000,15225,2002,2,0
1,60000,16,24652,42609,11200000,7160,2002,1,0
1,75000,18,13277,17300,5600000,8000,2002,2,0
1,100000,11,57082,96027,32000000,15245,2002,1,0
