Time,Dedr,Age,Brt,Dwt,Value,HP,Year,Code1,Claims
0.5,94635,8,7743,7721,14850000,11012,2002,2,0
0.5,45160,8,7743,7721,14850000,11012,2002,2,0
0.5,94635,8,7743,7721,14850000,11012,2002,2,0
0.5,45160,8,7743,7721,14850000,11012,2002,2,0
0.5,126180,7,36615,69045,3750000,10500,2002,1,0
0.5,45160,7,36615,69045,3750000,10500,2002,1,0
0.5,126180,8,38513,72873,2635000,11795,2002,1,0
0.5,45160,8,38513,72873,2635000,11795,2002,1,0
0.5,126180,6,36615,70165,4950000,10500,2002,1,0
0.5,45160,6,36615,70165,4950000,10500,2002,1,0
0.05,75000,18,26103,43383,11000000,9680,2002,1,0
1,75000,16,19602,34219,10400000,8160,2002,1,0
0.98,75000,13,23454,40315,10400000,10767,2002,1,0
1,75000,16,19602,34142,10400000,12970,2002,1,0
1,75000,17,14348,23286,7700000,7020,2002,2,1
1,75000,5,25977,47000,13500000,10050,2002,1,0
1,75000,6,7451,10812,12000000,9992,2002,2,0
1,75000,6,7405,9696,12000000,9992,2002,2,0
1,75000,5,7451,10814,12000000,9992,2002,2,0
1,100000,22,22600,38871,3000000,11556,2002,1,0
1,150000,6,85706,164188,31000000,21658,2002,1,0
1,150000,6,85706,164303,31000000,21658,2002,1,0
1,100000,20,34654,63308,6000000,14400,2002,1,0
1,100000,7,26091,45455,14000000,9750,2002,1,0
1,100000,7,26091,45429,15000000,8289,2002,1,0
1,100000,24,26194,44750,3000000,12000,2002,1,0
1,100000,21,35350,65593,5000000,15200,2002,1,0
1,100000,11,23272,42003,10000000,5500,2002,1,0
1,125000,20,23955,38900,25000000,8819,2002,1,0
1,125000,24,18241,26608,10000000,11556,2002,1,0
1,125000,12,41173,68178,25000000,16309,2002,1,0
1,125000,31,19623,31364,10000000,13300,2002,1,0
1,125000,3,41428,70037,25000000,13195,2002,1,0
1,125000,1,41428,70018,25000000,14661,2002,1,1
1,125000,18,22931,31698,10000000,11200,2002,1,0
1,125000,25,21047,31921,10000000,11600,2002,1,0
1,50000,7,7249,7278,8000000,6933,2002,2,0
0.13,75000,7,11542,16880,15000000,7776,2002,1,0
1,75000,17,19510,29152,10000000,6600,2002,1,0
0.35,75000,17,19510,29152,10000000,6600,2002,1,0
1,75000,17,19519,29152,10000000,6600,2002,1,0
1,50000,6,7249,7278,8000000,6933,2002,2,0
1,50000,8,7249,7278,8000000,5893,2002,2,0
1,75000,18,18993,28030,22000000,7500,2002,1,0
1,50000,8,7249,7276,8000000,6933,2002,2,1
1,75000,17,19385,30027,10000000,11520,2002,1,0
1,75000,17,18977,29319,10000000,7500,2002,1,0
1,50000,17,7857,11546,19100000,3800,2002,1,2
1,50000,12,14145,17309,20000000,5755,2002,1,0
0.05,99999,11,13258,17298,5580000,10808,2002,2,0
0.01,65000,11,13258,17298,5580000,10808,2002,2,0
1,65000,10,13231,17328,5580000,10808,2002,2,0
1,65000,10,13237,17175,5680000,10809,2002,2,1
1,65000,10,13237,17493,5680000,10809,2002,2,0
1,65000,10,13237,17493,5680000,10808,2002,2,0
1,65000,9,13237,17493,6013000,9188,2002,2,0
1,65000,9,13237,17546,6013000,10808,2002,2,1
1,65000,8,13258,17493,6213000,10808,2002,2,1
1,65000,8,13237,17493,6213000,10808,2002,2,0
1,100000,7,29031,48218,13200000,11665,2002,1,0
1,100000,7,29031,48218,13200000,11665,2002,1,0
1,100000,6,26449,47369,14000000,9970,2002,1,0
1,75000,23,13625,16487,3000000,13786,2002,2,0
1,60000,17,15786,26523,7000000,5865,2002,1,0
0.39,75000,25,16699,27476,4000000,11550,2002,1,0
1,75000,27,23076,38708,9000000,8750,2002,1,1
1,75000,17,23279,40461,9000000,7345,2002,1,0
1,75000,18,24791,41373,9000000,11200,2002,1,0
1,75000,15,27417,47665,11000000,9230,2002,1,0
1,75000,3,26862,46500,20500000,8820,2002,1,0
1,75000,3,26862,46700,20500000,8820,2002,1,0
1,75000,12,25891,43665,13000000,8230,2002,1,0
1,75000,13,25891,43685,12500000,8230,2002,1,0
1,90000,19,6136,6666,4000000,7890,2002,2,0
1,90000,20,6089,6370,4000000,7890,2002,2,0
1,90000,20,5122,6434,3600000,7000,2002,2,0
1,90000,20,6070,6348,4000000,7890,2002,2,0
1,90000,19,6127,6325,4000000,7890,2002,2,0
1,50000,3,10069,12126,10000000,10794,2002,2,0
1,50000,6,2658,3268,4200000,4459,2002,2,0
1,50000,6,2658,3274,4200000,4461,2002,2,0
0.19,50000,10,4991,5885,2250000,2638,2002,2,0
1,50000,5,2658,3250,4400000,4459,2002,2,0
1,50000,5,7606,5758,14800000,10196,2002,2,0
1,50000,7,2658,3200,4000000,4459,2002,2,0
1,50000,7,10069,12126,7200000,10799,2002,2,0
1,50000,7,2658,3285,4000000,4459,2002,2,0
1,100000,9,90820,182675,26400000,15938,2002,1,0
1,100000,16,80578,151016,11200000,16550,2002,1,0
1,100000,9,63240,122774,34800000,13758,2002,1,0
1,100000,6,63153,122792,24000000,13700,2002,1,0
1,100000,6,63153,122301,24000000,13700,2002,1,0
1,100000,6,85364,165729,30400000,17000,2002,1,0
1,100000,6,84921,165729,31200000,17000,2002,1,0
1,100000,6,108083,211320,28800000,24281,2002,1,0
1,100000,5,93629,185688,27600000,21642,2002,1,0
1,100000,6,93629,185688,26400000,21642,2002,1,0
1,100000,16,96659,187028,13200000,18394,2002,1,0
1,100000,6,92194,179869,26400000,21347,2002,1,0
1,100000,6,92194,179869,26400000,18150,2002,1,0
1,100000,5,85848,170013,26800000,21998,2002,1,0
1,100000,4,85848,170079,29200000,21998,2002,1,0
1,100000,16,95866,186324,13200000,18390,2002,1,0
1,100000,12,63106,114741,14400000,16200,2002,1,0
1,100000,12,63106,123503,14400000,16200,2002,1,0
1,100000,12,77113,149513,16400000,11220,2002,1,0
1,100000,12,77113,149513,16400000,14370,2002,1,0
1,100000,17,74003,145905,10000000,14775,2002,1,0
0.91,90000,6,17255,28716,12000000,8000,2002,1,0
0.88,90000,5,17255,28500,12000000,8000,2002,1,0
0.5,85000,19,35603,65224,8000000,14500,2002,1,0
0.5,85000,26,13743,22312,4500000,8000,2002,1,1
0.25,85000,23,14023,19775,7000000,12400,2002,2,0
0.5,85000,17,16794,23240,6000000,9500,2002,1,0
1,100000,1,39941,74428,24400000,15000,2002,1,0
1,150000,2,87407,170415,38400000,18628,2002,1,0
1,100000,3,38564,72844,23200000,11801,2002,1,0
1,150000,6,81140,161417,33600000,20940,2002,1,0
1,100000,3,38564,61600,23200000,14099,2002,1,0
1,125000,17,34541,65298,10800000,10900,2002,1,0
1,100000,3,38564,61600,23200000,13508,2002,1,0
1,100000,1,39941,74374,24400000,15000,2002,1,0
1,150000,2,87407,170415,36800000,18628,2002,1,0
1,100000,5,36559,70281,21200000,12500,2002,1,1
1,150000,1,86201,169163,40000000,19480,2002,1,0
0.84,100000,0,38000,74374,24400000,15000,2002,1,0
0.8,150000,8,77211,150790,24000000,16500,2002,1,0
0.22,200000,26,71968,135830,6000000,26100,2002,1,0
1,90000,13,25891,43665,12600000,8230,2002,1,0
1,90000,1,28691,51029,16800000,10400,2002,1,0
1,90000,7,26449,47639,17500000,9976,2002,1,0
1,100000,21,34500,61776,5000000,13100,2002,1,0
1,100000,21,34290,61776,5000000,13100,2002,1,0
1,150000,27,19369,31645,2000000,11550,2002,1,0
0.85,100000,12,38891,69995,10000000,9050,2002,1,0
0.15,100000,12,38891,69995,11000000,9050,2002,1,0
1,150000,10,91642,165239,22000000,16314,2002,1,0
0.78,100000,2,38367,73200,20000000,12068,2002,1,0
0.15,100000,2,38367,73200,21000000,12068,2002,1,0
0.15,75000,7,17075,27860,8800000,6299,2002,1,0
0.42,75000,7,17075,27860,9600000,6299,2002,1,0
1,75000,11,16722,28451,10600000,6630,2002,1,0
0.13,45000,2,28632,50913,18000000,9210,2002,1,0
0.2,45000,2,28632,50913,16000000,9210,2002,1,0
1,75000,20,18061,28268,9500000,10700,2002,1,0
1,175000,9,91188,172972,12480000,18880,2002,1,0
1,175000,12,91164,171875,10080000,19000,2002,1,0
0.96,175000,13,91164,171875,9400000,19000,2002,1,0
1,87500,4,6311,9086,13800000,7178,2002,1,0
1,87500,4,6311,9092,14500000,7178,2002,1,0
1,67500,6,26047,45622,23500000,8289,2002,1,0
0.31,99999,7,26047,45642,23500000,9780,2002,1,0
1,50000,5,16041,26411,10500000,8261,2002,1,1
1,50000,4,10490,16860,8000000,5302,2002,1,0
1,50000,5,10900,16100,8000000,5302,2002,1,0
1,50000,5,10490,16021,8000000,5302,2002,1,0
1,50000,6,10490,16100,8000000,5302,2002,1,0
1,50000,8,10904,15627,6000000,5400,2002,1,0
0.2,50000,17,12539,18411,4000000,6700,2002,1,0
0.47,50000,17,12516,18411,4000000,6700,2002,1,0
0.28,50000,18,12539,18411,4000000,6700,2002,1,0
1,100000,4,43217,77755,13651000,11820,2002,1,0
1,100000,4,43217,77755,13651000,11820,2002,1,0
1,100000,18,22148,37554,3151000,11100,2002,1,0
1,100000,18,17210,28503,2975000,10500,2002,1,0
1,100000,16,25956,45263,4376000,10300,2002,1,0
1,100000,2,27011,46644,11551000,10098,2002,1,0
1,100000,2,27011,46644,11551000,10098,2002,1,0
1,100000,2,28200,50000,12251000,10998,2002,1,0
1,100000,1,28200,50000,12251000,10998,2002,1,0
1,100000,17,24395,42489,3851000,8420,2002,1,0
1,100000,1,27996,50296,12600000,9347,2002,1,0
1,100000,1,27986,50296,12600000,10998,2002,1,0
0.34,100000,16,34620,65117,4551000,15132,2002,1,0
1,100000,17,13815,23418,2975000,6950,2002,1,0
1,100000,10,21941,39110,6476000,6715,2002,1,0
1,100000,10,21941,39110,6476000,6715,2002,1,1
1,100000,10,21941,39110,6476000,6715,2002,1,0
1,100000,17,17879,29692,3326000,9500,2002,1,0
1,100000,18,17065,28094,2975000,9600,2002,1,0
1,100000,18,17056,28098,2975000,11520,2002,1,0
0.75,100000,17,10511,17322,2975000,5400,2002,2,0
0.79,100000,17,10511,17322,2975000,5400,2002,2,0
1,100000,1,27306,47000,12076000,10100,2002,1,0
0.54,50000,0,12132,30537,17500000,21470,2002,2,0
1,75000,17,22208,37715,7500000,12970,2002,1,0
1,75000,18,22208,37734,7500000,8160,2002,1,0
1,75000,18,22208,37695,7500000,8160,2002,1,0
1,75000,17,3986,6025,5000000,4000,2002,2,1
1,75000,24,7759,10420,2000000,7500,2002,2,0
1,75000,25,22263,37657,2250000,11400,2002,1,0
1,75000,17,22208,37696,7500000,12970,2002,1,0
1,200000,0,30049,52016,20000000,11665,2002,1,0
0.77,200000,0,30049,51000,20000000,11665,2002,1,0
0.61,100000,23,13009,17760,4000000,11400,2002,2,0
1,80000,23,6079,7805,2500000,5400,2002,2,0
1,80000,24,6171,7880,2500000,5320,2002,2,0
1,80000,24,6181,7923,2500000,5400,2002,2,0
1,100000,16,24609,41796,6000000,9800,2002,1,0
0.53,62500,2,19876,31635,44000000,9600,2002,1,0
1,250000,21,27069,38695,18700000,12000,2002,2,0
1,100000,23,12688,14602,13350000,9900,2002,2,0
1,250000,18,27962,43952,33400000,8600,2002,2,0
1,250000,18,25063,38800,24000000,13100,2002,2,0
1,250000,5,32520,48077,33400000,12100,2002,2,0
1,250000,23,25846,38618,12500000,13100,2002,2,0
1,250000,17,28005,42995,33400000,8120,2002,2,0
1,250000,18,27818,42913,33400000,8120,2002,2,0
1,250000,5,36008,51419,40000000,15662,2002,2,0
0.42,250000,25,25929,38747,10750000,13100,2002,2,0
1,250000,18,26130,39151,22700000,11215,2002,2,0
1,250000,5,35998,51633,40000000,15662,2002,1,0
1,250000,11,44398,42276,40000000,10050,2002,2,1
1,250000,21,25846,38787,21400000,11200,2002,2,0
1,250000,18,27818,41651,33400000,8120,2002,2,0
1,250000,17,27938,41368,39400000,8400,2002,2,0
1,250000,16,28239,42497,33400000,8400,2002,2,0
1,250000,1,29103,23575,40000000,17646,2002,2,1
1,250000,5,36008,51492,40000000,15600,2002,2,0
1,250000,21,27069,38695,14750000,12000,2002,2,0
1,250000,6,35998,51733,40000000,15662,2002,1,1
1,250000,10,44398,42276,40000000,10050,2002,2,0
1,250000,23,25063,38613,12500000,13100,2002,2,0
1,250000,17,28371,40563,39400000,8400,2002,2,0
1,250000,20,25846,38787,21400000,11200,2002,2,0
1,250000,5,36008,51468,40000000,15662,2002,1,0
1,250000,17,27818,41646,33400000,8120,2002,2,0
1,250000,17,27824,42964,33400000,8120,2002,2,0
1,250000,6,32520,48041,33400000,12100,2002,1,0
1,250000,21,25063,38771,20000000,11900,2002,2,0
1,250000,23,26948,38596,12550000,12000,2002,2,0
1,250000,24,26204,35840,16550000,13100,2002,2,0
1,250000,17,26130,39273,24000000,11215,2002,2,0
1,250000,24,26204,38540,12550000,13100,2002,2,0
0.16,250000,25,25929,38776,10750000,13100,2002,2,0
1,250000,10,44398,42276,40000000,10050,2002,2,0
1,250000,18,27962,44010,33400000,8600,2002,2,0
1,250000,16,28349,41076,39000000,8400,2002,2,0
1,250000,6,35998,51880,40000000,15662,2002,2,0
1,250000,4,36008,51364,40000000,15600,2002,1,0
1,250000,17,27818,41619,33400000,8120,2002,2,0
1,250000,22,26942,38715,14750000,12000,2002,2,0
1,250000,17,27824,43003,33400000,8120,2002,2,0
1,75000,24,6870,10192,7000000,6000,2002,1,0
1,250000,19,30767,42149,33400000,11655,2002,2,0
1,250000,17,27470,39239,33400000,10970,2002,1,2
1,250000,17,27470,39260,33400000,10970,2002,1,0
1,250000,17,27470,39260,33400000,10970,2002,1,0
1,250000,19,30767,42149,33400000,11655,2002,1,0
1,250000,1,32458,47823,33400000,12100,2002,2,0
1,250000,0,32458,47823,33400000,13867,2002,2,0
0.6,75000,17,7170,12363,8000000,4100,2002,2,0
1,100000,29,2583,4101,4000000,3000,2002,1,0
1,100000,21,3875,6243,6000000,4400,2002,1,1
1,100000,21,4668,7500,6000000,4400,2002,1,0
1,100000,26,19426,23365,30000000,11600,2002,1,0
1,100000,17,32333,44993,37500000,12970,2002,1,0
1,75000,20,4430,4553,2000000,3075,2002,2,0
1,250000,10,57082,96027,53400000,15245,2002,1,0
1,250000,5,63515,109933,53400000,19100,2002,1,0
1,250000,6,63515,109906,53400000,19100,2002,1,0
1,250000,5,63515,109832,53400000,19100,2002,1,0
1,250000,5,63515,109913,53400000,19100,2002,1,0
1,250000,6,63515,109832,53400000,19100,2002,1,0
1,250000,6,63515,109891,53400000,19100,2002,1,0
1,250000,3,63515,109850,53400000,19100,2002,1,0
1,250000,3,63515,109773,53400000,19100,2002,1,0
1,250000,3,63515,109846,53400000,19100,2002,1,0
1,250000,3,63515,109798,53400000,19100,2002,1,0
0.55,100000,21,9691,11455,3000000,9900,2002,2,0
0.62,150000,7,82830,163554,24000000,20633,2002,1,0
0.71,150000,0,38900,72600,26000000,13960,2002,1,0
1,150000,1,87363,172964,28000000,19998,2002,1,0
1,150000,0,29000,50900,17000000,12870,2002,1,0
1,150000,15,24615,41734,8000000,9800,2002,1,0
1,150000,6,37550,70120,24000000,10672,2002,1,0
1,150000,1,38889,72700,26000000,11865,2002,1,0
1,150000,1,38889,72600,26000000,11865,2002,1,0
1,150000,1,28889,72562,26000000,10284,2002,1,0
1,150000,6,40483,73008,14000000,11305,2002,1,0
1,150000,23,21630,33684,2000000,12000,2002,1,0
1,150000,15,24621,41756,8000000,9800,2002,1,0
0.79,150000,6,81151,161059,24000000,21371,2002,1,1
1,150000,6,38606,69997,14000000,11305,2002,1,0
0.85,150000,18,36526,63261,6000000,10550,2002,1,0
0.47,150000,18,36526,63261,5000000,10550,2002,1,0
0.62,150000,14,31255,47977,13000000,12800,2002,1,0
0.4,150000,14,31255,47977,15000000,12800,2002,1,0
1,150000,15,31255,47980,13000000,12800,2002,1,1
1,150000,15,31255,47979,14000000,12788,2002,1,0
0.84,150000,0,29000,50900,17000000,12870,2002,1,0
1,500000,23,112947,225162,6000000,40920,2002,1,0
1,500000,16,175720,364767,22000000,24858,2002,1,0
1,500000,16,159534,310698,24000000,22340,2002,1,0
1,500000,10,154030,322941,35000000,29461,2002,1,0
1,500000,5,107512,220353,34000000,26713,2002,1,0
1,500000,16,118491,231851,14000000,24800,2002,1,0
1,500000,16,154098,290793,23000000,23140,2002,1,0
1,500000,4,91962,171882,50000000,26740,2002,1,0
1,500000,16,100070,200692,12000000,17600,2002,1,0
1,500000,15,159534,310686,24000000,22340,2002,1,0
1,500000,1,91563,174284,39000000,22730,2002,1,0
1,150000,6,16285,27079,9700000,7300,2002,1,0
1,125000,18,11356,18527,14000000,5800,2002,1,0
1,125000,18,18284,28608,18400000,7500,2002,1,0
0.98,125000,23,8839,11600,10000000,6000,2002,1,0
1,125000,17,15473,24938,10000000,7200,2002,1,0
1,125000,18,6930,10849,5600000,4050,2002,2,0
1,125000,21,10971,16960,6400000,8000,2002,1,0
0.25,100000,20,44887,75470,6000000,16520,2002,1,0
0.67,100000,20,44887,75470,6000000,16520,2002,1,0
0.67,100000,19,44985,75590,7000000,16500,2002,1,0
0.25,100000,19,44985,75590,6000000,16500,2002,1,0
1,100000,21,44887,75470,7000000,16533,2002,1,0
0.85,100000,14,42447,71046,16000000,14400,2002,2,0
1,100000,20,24575,38997,12500000,12780,2002,1,0
0.17,75000,5,4069,5650,7500000,4078,2002,2,0
1,100000,1,40570,75319,26000000,15184,2002,1,0
1,100000,1,40570,75220,26000000,15187,2002,1,0
1,100000,6,39017,73565,18000000,11200,2002,1,0
1,100000,5,38852,72873,16000000,13200,2002,1,0
0.75,100000,2,67140,39423,57600000,28468,2002,2,0
0.25,100000,2,67140,39423,57600000,28468,2002,2,0
0.25,100000,2,67140,39423,57600000,28468,2002,2,0
0.75,100000,8,49443,20082,36850000,15660,2002,2,0
0.25,100000,8,49443,20082,36850000,15660,2002,2,0
0.25,100000,8,49443,20082,36850000,15660,2002,2,0
0.59,100000,24,47089,17316,26700000,20500,2002,2,0
0.16,100000,24,47089,17316,24000000,20500,2002,2,0
0.25,100000,24,47089,17316,24000000,20500,2002,2,0
0.25,100000,24,47089,17316,24000000,20500,2002,2,0
0.75,100000,21,45544,14159,6000000,18000,2002,2,0
0.25,100000,21,45544,14159,6000000,18000,2002,2,0
0.25,100000,21,45544,14159,6000000,18000,2002,2,0
0.75,100000,22,21139,31247,6000000,10800,2002,1,0
0.15,100000,22,21139,31247,6000000,10800,2002,1,0
0.15,100000,22,21139,31247,6000000,10800,2002,1,0
0.75,100000,18,37168,60550,27350000,11900,2002,1,1
0.25,100000,18,37168,60550,27350000,11900,2002,1,0
0.25,100000,18,37168,60550,27350000,11900,2002,1,0
0.75,100000,18,35904,59954,27350000,15200,2002,1,0
0.25,100000,18,35904,59954,27350000,15200,2002,1,0
0.25,100000,18,35904,59954,27350000,15200,2002,1,0
1,75000,20,4430,7554,2000000,3075,2002,2,0
1,75000,18,12615,9472,9400000,11600,2002,2,1
0.75,100000,17,48357,21900,22100000,17326,2002,2,0
0.25,100000,17,48357,21900,22100000,17326,2002,2,0
0.25,100000,17,48357,21900,22100000,17326,2002,2,0
0.75,100000,15,49750,15528,24000000,10070,2002,2,1
0.25,100000,15,49750,15528,24000000,10070,2002,2,0
0.25,100000,15,49750,15528,24000000,10070,2002,2,0
0.75,100000,15,49792,15536,24000000,10070,2002,2,0
0.25,100000,15,49792,15536,24000000,10070,2002,2,0
0.25,100000,15,49792,15536,24000000,10070,2002,2,0
1,25000,15,49792,15543,24000000,10070,2002,2,0
0.75,100000,16,48676,15577,23450000,16110,2002,2,0
0.25,100000,16,48676,15577,23450000,16110,2002,2,0
0.25,100000,16,48676,15577,23450000,16110,2002,2,0
0.75,100000,16,48547,15546,23450000,10670,2002,2,0
0.25,100000,16,48547,15546,23450000,10670,2002,2,0
0.25,100000,16,48547,15546,23450000,10670,2002,2,0
0.75,100000,19,27440,10599,6700000,12000,2002,2,0
0.25,100000,19,27440,10599,6700000,12000,2002,2,0
0.25,100000,19,27440,10599,6700000,12000,2002,2,0
0.75,100000,15,48676,15571,24000000,11850,2002,2,0
0.25,100000,15,48676,15571,24000000,11850,2002,2,0
0.25,100000,15,48676,15571,24000000,11850,2002,2,0
0.75,100000,17,48393,22067,22100000,17326,2002,2,0
0.25,100000,17,48393,22067,22100000,17326,2002,2,0
0.25,100000,17,48393,22067,22100000,17326,2002,2,0
0.75,100000,6,49821,19844,36850000,15660,2002,2,0
0.25,100000,6,49821,19844,36850000,15660,2002,2,0
0.25,100000,6,49821,19844,36850000,15660,2002,2,0
0.75,100000,5,49821,19884,36850000,15660,2002,2,0
0.25,100000,5,49821,19884,36850000,15660,2002,2,0
0.25,100000,5,49821,19884,36850000,15660,2002,2,0
0.75,100000,24,47947,17863,16700000,18400,2002,2,0
0.25,100000,24,47947,17863,16700000,18400,2002,2,0
0.25,100000,24,47947,17863,16700000,18400,2002,2,0
0.48,100000,4,25982,45725,12000000,9750,2002,1,0
0.52,100000,4,26400,45146,12000000,9750,2002,1,0
1,75000,16,18003,28468,7250000,6900,2002,1,0
1,75000,13,17590,28835,7900000,6550,2002,1,0
1,75000,13,17061,27934,9300000,6300,2002,1,0
1,75000,13,17061,27887,9300000,6301,2002,1,0
0.97,75000,17,14201,22530,4000000,5921,2002,1,0
0.97,75000,16,14201,22447,4000000,5920,2002,1,0
1,100000,0,39978,74900,18400000,13900,2002,1,0
0.65,100000,13,36573,69351,7200000,10080,2002,1,0
0.65,100000,15,37031,64425,6000000,13150,2002,1,0
1,75000,15,25169,42183,15000000,12970,2002,1,0
1,150000,9,37550,70456,22000000,9609,2002,1,1
1,150000,10,10842,12890,16500000,13595,2002,2,0
1,150000,9,15884,12850,16500000,14075,2002,2,0
1,75000,15,22359,36639,5600000,11200,2002,1,0
1,75000,7,26381,47574,16100000,10060,2002,1,0
1,75000,12,38302,71037,10500000,9180,2002,1,0
1,75000,18,15850,26320,4200000,7200,2002,1,0
1,75000,9,38379,73657,15400000,11070,2002,1,0
1,100000,18,19882,33264,13500000,7730,2002,1,0
1,100000,18,19340,33022,13500000,6570,2002,1,0
1,100000,2,28074,48893,25000000,8898,2002,1,0
1,100000,7,38205,71259,12000000,10200,2002,1,0
1,100000,12,36741,68849,9500000,9180,2002,1,0
1,100000,14,42447,12763,15000000,14400,2002,2,1
1,75000,7,26381,47574,13300000,12060,2002,1,0
1,75000,21,14244,24005,2450000,9450,2002,1,0
1,75000,9,38379,73350,15400000,11070,2002,1,0
1,75000,23,12745,19610,2100000,9300,2002,1,0
1,75000,18,17999,29135,4200000,8500,2002,1,0
1,75000,8,38479,73350,13300000,12300,2002,1,1
1,75000,12,23274,42025,9800000,5500,2002,1,0
1,75000,19,15850,26384,3500000,7200,2002,1,0
1,75000,8,38481,73350,16800000,11070,2002,1,0
1,75000,23,14307,23936,2450000,9900,2002,1,0
1,75000,7,26381,47574,14000000,12060,2002,1,1
1,75000,17,14922,25486,4200000,7000,2002,1,0
1,75000,18,15165,25425,3850000,8340,2002,1,0
0.66,75000,24,10997,17567,1750000,7900,2002,1,0
1,75000,24,15938,20258,2450000,10850,2002,2,0
1,75000,24,15514,23618,2450000,12500,2002,2,0
1,75000,23,13442,20850,2450000,9100,2002,2,0
1,75000,24,14991,22329,2450000,11550,2002,2,1
1,75000,24,15296,22120,2450000,12000,2002,2,0
1,75000,24,15774,24268,2450000,12800,2002,2,0
1,75000,8,36557,68000,12600000,10300,2002,1,0
1,75000,9,36561,69616,12600000,9890,2002,1,0
1,75000,23,13519,22526,2184000,8200,2002,2,0
1,175000,20,70814,135160,8000000,16099,2002,1,0
1,175000,20,70803,135169,8000000,16100,2002,1,0
0.73,65000,18,5632,6433,8000000,5438,2002,2,0
1,125000,10,29369,46908,20000000,12170,2002,1,0
1,125000,10,29369,46998,20000000,10345,2002,1,0
1,125000,10,29369,46956,20000000,12170,2002,2,0
1,100000,15,28805,45295,10000000,10230,2002,1,0
1,100000,16,28805,45295,10000000,9880,2002,1,1
0.74,100000,8,38657,70000,15280000,12260,2002,1,0
0.26,100000,8,38657,70000,15780000,12260,2002,1,0
0.74,100000,12,36433,65652,11280000,12850,2002,1,0
0.26,100000,12,36433,65652,11780000,12850,2002,1,0
0.74,100000,8,38679,70046,15280000,12257,2002,1,0
0.26,100000,8,38679,70046,15780000,12257,2002,1,0
0.74,100000,8,38679,70000,15280000,12260,2002,1,0
